Year,Trimester,District,Neighbourhood,average rent (euro/month)
2019,1,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",1103.5
2019,1,Sarria-Sant Gervasi,Sarria,1297.7
2019,1,Sarria-Sant Gervasi,les Tres Torres,1645.9
2019,1,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,1226.4
2019,1,Sarria-Sant Gervasi,Sant Gervasi - Galvany,1357.9
2019,1,Sarria-Sant Gervasi,el Putxet i el Farro,1057.1
2019,1,Gracia,Vallcarca i els Penitents,907.5
2019,1,Gracia,el Coll,750.6
2019,1,Gracia,la Salut,883.4
2019,1,Gracia,la Vila de Gracia,933.4
2019,1,Gracia,el Camp d'en Grassot i Gracia Nova,937.3
2019,1,Horta-Guinardo,el Baix Guinardo,859.1
2019,1,Horta-Guinardo,Can Baro,791.2
2019,1,Horta-Guinardo,el Guinardo,789.8
2019,1,Horta-Guinardo,la Font d'en Fargues,796.5
2019,1,Horta-Guinardo,el Carmel,670.6
2019,1,Horta-Guinardo,la Teixonera,704.4
2019,1,Horta-Guinardo,Sant Genis dels Agudells,759.2
2019,1,Horta-Guinardo,Montbau,780.4
2019,1,Horta-Guinardo,la Vall d'Hebron,870.2
2019,1,Horta-Guinardo,Horta,777
2019,1,Nou Barris,Vilapicina i la Torre Llobeta,758.5
2019,1,Nou Barris,Porta,722.8
2019,1,Nou Barris,el Turo de la Peira,685.3
2019,1,Nou Barris,la Guineueta,751
2019,1,Nou Barris,Canyelles,791.9
2019,1,Nou Barris,les Roquetes,636.1
2019,1,Nou Barris,Verdun,633.2
2019,1,Nou Barris,la Prosperitat,677.4
2019,1,Nou Barris,la Trinitat Nova,612.3
2019,1,Nou Barris,Ciutat Meridiana,575.4
2019,1,Sant Andreu,la Trinitat Vella,601.2
2019,1,Sant Andreu,el Bon Pastor,705.8
2019,1,Sant Andreu,Sant Andreu,795.3
2019,1,Sant Andreu,la Sagrera,807.6
2019,1,Sant Andreu,el Congres i els Indians,772.3
2019,1,Sant Andreu,Navas,855.3
2019,1,Sant Marti,el Camp de l'Arpa del Clot,845.3
2019,1,Sant Marti,el Clot,828.8
2019,1,Sant Marti,el Parc i la Llacuna del Poblenou,950.8
2019,1,Sant Marti,la Vila Olimpica del Poblenou,1304
2019,1,Sant Marti,el Poblenou,952.5
2019,1,Sant Marti,Diagonal Mar i el Front Maritim del Poblenou,1231.2
2019,1,Sant Marti,el Besos i el Maresme,694.8
2019,1,Sant Marti,Provencals del Poblenou,959.2
2019,1,Sant Marti,Sant Marti de Provencals,840.2
2019,1,Sant Marti,la Verneda i la Pau,764.6
2019,2,Ciutat Vella,el Raval,867
2019,2,Ciutat Vella,Gothic Quarter,1112.1
2019,2,Ciutat Vella,la Barceloneta,924
2019,2,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",1010.1
2019,2,Eixample,Fort Pienc,988.7
2019,2,Eixample,Sagrada Familia,942.9
2019,2,Eixample,la Dreta de l'Eixample,1277.9
2019,2,Eixample,l'Antiga Esquerra de l'Eixample,1139.8
2019,2,Eixample,la Nova Esquerra de l'Eixample,1032.9
2019,2,Eixample,Sant Antoni,985.2
2019,2,Sants-Montjuic,el Poble Sec,823.4
2019,2,Sants-Montjuic,la Marina de Port,753.1
2019,2,Sants-Montjuic,la Font de la Guatlla,854.2
2019,2,Sants-Montjuic,Hostafrancs,824.2
2019,2,Sants-Montjuic,la Bordeta,859.5
2019,2,Sants-Montjuic,Sants - Badal,858.4
2019,2,Sants-Montjuic,Sants,867.5
2019,2,Les Corts,les Corts,1085.1
2019,2,Les Corts,la Maternitat i Sant Ramon,973
2019,2,Les Corts,Pedralbes,1746.7
2019,2,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",1121.6
2019,2,Sarria-Sant Gervasi,Sarria,1334.2
2019,2,Sarria-Sant Gervasi,les Tres Torres,1602.5
2019,2,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,1310
2019,2,Sarria-Sant Gervasi,Sant Gervasi - Galvany,1360.3
2019,2,Sarria-Sant Gervasi,el Putxet i el Farro,1115.7
2019,2,Gracia,Vallcarca i els Penitents,1028.9
2019,2,Gracia,el Coll,819.8
2019,2,Gracia,la Salut,899.2
2019,2,Gracia,la Vila de Gracia,951.2
2019,2,Gracia,el Camp d'en Grassot i Gracia Nova,978.3
2019,2,Horta-Guinardo,el Baix Guinardo,866.8
2019,2,Horta-Guinardo,Can Baro,764.5
2019,2,Horta-Guinardo,el Guinardo,825
2019,2,Horta-Guinardo,la Font d'en Fargues,1044
2019,2,Horta-Guinardo,el Carmel,666.9
2019,2,Horta-Guinardo,la Teixonera,725.9
2019,2,Horta-Guinardo,Sant Genis dels Agudells,705.1
2019,2,Horta-Guinardo,Montbau,802.4
2019,2,Horta-Guinardo,la Vall d'Hebron,796.6
2019,2,Horta-Guinardo,Horta,760.6
2019,2,Nou Barris,Vilapicina i la Torre Llobeta,773.7
2019,2,Nou Barris,Porta,775.3
2019,2,Nou Barris,el Turo de la Peira,702.4
2019,2,Nou Barris,la Guineueta,723.1
2019,2,Nou Barris,Canyelles,756.4
2019,2,Nou Barris,les Roquetes,625.3
2019,2,Nou Barris,Verdun,653.3
2019,2,Nou Barris,la Prosperitat,673.7
2019,2,Nou Barris,la Trinitat Nova,640.2
2019,2,Nou Barris,Ciutat Meridiana,559.8
2019,2,Sant Andreu,la Trinitat Vella,614.7
2019,2,Sant Andreu,el Bon Pastor,659.2
2019,2,Sant Andreu,Sant Andreu,800.9
2019,2,Sant Andreu,la Sagrera,807.5
2019,2,Sant Andreu,el Congres i els Indians,782.7
2019,2,Sant Andreu,Navas,836.9
2019,2,Sant Marti,el Camp de l'Arpa del Clot,844.3
2019,2,Sant Marti,el Clot,829.4
2019,2,Sant Marti,el Parc i la Llacuna del Poblenou,1066.6
2019,2,Sant Marti,la Vila Olimpica del Poblenou,1444.6
2019,2,Sant Marti,el Poblenou,996.7
2019,2,Sant Marti,Diagonal Mar i el Front Maritim del Poblenou,1388.1
2019,2,Sant Marti,el Besos i el Maresme,844.5
2019,2,Sant Marti,Provencals del Poblenou,960.1
2019,2,Sant Marti,Sant Marti de Provencals,844.1
2019,2,Sant Marti,la Verneda i la Pau,798.1
2019,3,Ciutat Vella,el Raval,869.1
2019,3,Ciutat Vella,Gothic Quarter,1082.4
2019,3,Ciutat Vella,la Barceloneta,871.6
2019,3,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",1020.2
2019,3,Eixample,Fort Pienc,1031.3
2019,3,Eixample,Sagrada Familia,979.6
2019,3,Eixample,la Dreta de l'Eixample,1348.9
2019,3,Eixample,l'Antiga Esquerra de l'Eixample,1194.4
2019,3,Eixample,la Nova Esquerra de l'Eixample,1081.4
2019,3,Eixample,Sant Antoni,987.2
2019,3,Sants-Montjuic,el Poble Sec,865.8
2019,3,Sants-Montjuic,la Marina de Port,790.1
2019,3,Sants-Montjuic,la Font de la Guatlla,881.5
2019,3,Sants-Montjuic,Hostafrancs,834.6
2019,3,Sants-Montjuic,la Bordeta,832.9
2019,3,Sants-Montjuic,Sants - Badal,888.3
2019,3,Sants-Montjuic,Sants,884.3
2019,3,Les Corts,les Corts,1113.9
2019,3,Les Corts,la Maternitat i Sant Ramon,1040.3
2019,3,Les Corts,Pedralbes,1950.1
2019,3,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",1355.5
2019,3,Sarria-Sant Gervasi,Sarria,1449.5
2019,3,Sarria-Sant Gervasi,les Tres Torres,1614.8
2019,3,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,1317
2019,3,Sarria-Sant Gervasi,Sant Gervasi - Galvany,1412.2
2019,3,Sarria-Sant Gervasi,el Putxet i el Farro,1070.2
2019,3,Gracia,Vallcarca i els Penitents,953.7
2019,3,Gracia,el Coll,813.8
2019,3,Gracia,la Salut,926.4
2019,3,Gracia,la Vila de Gracia,991.5
2019,3,Gracia,el Camp d'en Grassot i Gracia Nova,996.3
2019,3,Horta-Guinardo,el Baix Guinardo,902.2
2019,3,Horta-Guinardo,Can Baro,762.5
2019,3,Horta-Guinardo,el Guinardo,819.7
2019,3,Horta-Guinardo,la Font d'en Fargues,880.2
2019,3,Horta-Guinardo,el Carmel,703.3
2019,3,Horta-Guinardo,la Teixonera,773.7
2019,3,Horta-Guinardo,Sant Genis dels Agudells,756
2019,3,Horta-Guinardo,Montbau,792.4
2019,3,Horta-Guinardo,la Vall d'Hebron,830
2019,3,Horta-Guinardo,Horta,788.6
2019,3,Nou Barris,Vilapicina i la Torre Llobeta,792.2
2019,3,Nou Barris,Porta,749.2
2019,3,Nou Barris,el Turo de la Peira,690
2019,3,Nou Barris,la Guineueta,721.1
2019,3,Nou Barris,Canyelles,714.4
2019,3,Nou Barris,les Roquetes,612.3
2019,3,Nou Barris,Verdun,696.1
2019,3,Nou Barris,la Prosperitat,696.3
2019,3,Nou Barris,la Trinitat Nova,617.9
2019,3,Nou Barris,Ciutat Meridiana,532.6
2019,3,Sant Andreu,la Trinitat Vella,569.9
2019,3,Sant Andreu,el Bon Pastor,654.3
2019,3,Sant Andreu,Sant Andreu,805
2019,3,Sant Andreu,la Sagrera,827.1
2019,3,Sant Andreu,el Congres i els Indians,805.9
2019,3,Sant Andreu,Navas,864.6
2019,3,Sant Marti,el Camp de l'Arpa del Clot,879.5
2019,3,Sant Marti,el Clot,899.1
2019,3,Sant Marti,el Parc i la Llacuna del Poblenou,959.6
2019,3,Sant Marti,la Vila Olimpica del Poblenou,1332.4
2019,3,Sant Marti,el Poblenou,1024.3
2019,3,Sant Marti,Diagonal Mar i el Front Maritim del Poblenou,1409.4
2019,3,Sant Marti,el Besos i el Maresme,728.3
2019,3,Sant Marti,Provencals del Poblenou,996.4
2019,3,Sant Marti,Sant Marti de Provencals,829.7
2019,3,Sant Marti,la Verneda i la Pau,770.2
2019,4,Ciutat Vella,el Raval,844.9
2019,4,Ciutat Vella,Gothic Quarter,1139.7
2019,4,Ciutat Vella,la Barceloneta,893
2019,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",966.4
2019,4,Eixample,Fort Pienc,1064.4
2019,4,Eixample,Sagrada Familia,980
2019,4,Eixample,la Dreta de l'Eixample,1333
2019,4,Eixample,l'Antiga Esquerra de l'Eixample,1187.6
2019,4,Eixample,la Nova Esquerra de l'Eixample,1083.7
2019,4,Eixample,Sant Antoni,1018.4
2019,4,Sants-Montjuic,el Poble Sec,846.2
2019,4,Sants-Montjuic,la Marina del Prat Vermell,350.5
2019,4,Sants-Montjuic,la Marina de Port,816.7
2019,4,Sants-Montjuic,la Font de la Guatlla,868.8
2019,4,Sants-Montjuic,Hostafrancs,854.4
2019,4,Sants-Montjuic,la Bordeta,870
2019,4,Sants-Montjuic,Sants - Badal,838
2019,4,Sants-Montjuic,Sants,884.8
2019,4,Les Corts,les Corts,1116.2
2019,4,Les Corts,la Maternitat i Sant Ramon,1078.1
2019,4,Les Corts,Pedralbes,2023.4
2019,4,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",1220
2019,4,Sarria-Sant Gervasi,Sarria,1398.4
2019,4,Sarria-Sant Gervasi,les Tres Torres,1745
2019,4,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,1361.6
2019,4,Sarria-Sant Gervasi,Sant Gervasi - Galvany,1455.9
2019,4,Sarria-Sant Gervasi,el Putxet i el Farro,1099.8
2019,4,Gracia,Vallcarca i els Penitents,987
2019,4,Gracia,el Coll,817.5
2019,4,Gracia,la Salut,954.4
2019,4,Gracia,la Vila de Gracia,975.7
2019,4,Gracia,el Camp d'en Grassot i Gracia Nova,1017.6
2019,4,Horta-Guinardo,el Baix Guinardo,897.7
2019,4,Horta-Guinardo,Can Baro,755.9
2019,4,Horta-Guinardo,el Guinardo,843.1
2019,4,Horta-Guinardo,la Font d'en Fargues,850.9
2019,4,Horta-Guinardo,el Carmel,700.2
2019,4,Horta-Guinardo,la Teixonera,747.3
2019,4,Horta-Guinardo,Sant Genis dels Agudells,740.2
2019,4,Horta-Guinardo,Montbau,798.5
2019,4,Horta-Guinardo,la Vall d'Hebron,954.5
2019,4,Horta-Guinardo,Horta,802.5
2019,4,Nou Barris,Vilapicina i la Torre Llobeta,801.8
2019,4,Nou Barris,Porta,756.8
2019,4,Nou Barris,el Turo de la Peira,710.7
2019,4,Nou Barris,la Guineueta,783
2019,4,Nou Barris,Canyelles,722.5
2019,4,Nou Barris,les Roquetes,610.5
2019,4,Nou Barris,Verdun,668.7
2019,4,Nou Barris,la Prosperitat,692.5
2019,4,Nou Barris,la Trinitat Nova,561.4
2019,4,Nou Barris,Ciutat Meridiana,572.9
2019,4,Sant Andreu,la Trinitat Vella,622.3
2019,4,Sant Andreu,el Bon Pastor,713.4
2019,4,Sant Andreu,Sant Andreu,819.3
2019,4,Sant Andreu,la Sagrera,829.1
2019,4,Sant Andreu,el Congres i els Indians,816.7
2019,4,Sant Andreu,Navas,856.8
2019,4,Sant Marti,el Camp de l'Arpa del Clot,857.9
2019,4,Sant Marti,el Clot,871.6
2019,4,Sant Marti,el Parc i la Llacuna del Poblenou,1072.8
2019,4,Sant Marti,la Vila Olimpica del Poblenou,1357.8
2019,4,Sant Marti,el Poblenou,1051.3
2019,4,Sant Marti,Diagonal Mar i el Front Maritim del Poblenou,1498.6
2019,4,Sant Marti,el Besos i el Maresme,693.8
2019,4,Sant Marti,Provencals del Poblenou,1013.6
2019,4,Sant Marti,Sant Marti de Provencals,835.7
2019,4,Sant Marti,la Verneda i la Pau,781
2020,1,Ciutat Vella,el Raval,864.5
2020,1,Ciutat Vella,Gothic Quarter,1110.2
2020,1,Ciutat Vella,la Barceloneta,899.5
2020,1,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",1030
2020,1,Eixample,Fort Pienc,1059.9
2020,1,Eixample,la Sagrada Familia,952.6
2020,1,Eixample,la Dreta de l'Eixample,1349.6
2020,1,Eixample,l'Antiga Esquerra de l'Eixample,1150.8
2020,1,Eixample,la Nova Esquerra de l'Eixample,1043.8
2020,1,Eixample,Sant Antoni,1010.5
2020,1,Sants-Montjuic,el Poble Sec,837
2020,1,Sants-Montjuic,la Marina de Port,810.1
2020,1,Sants-Montjuic,la Font de la Guatlla,882.4
2020,1,Sants-Montjuic,Hostafrancs,865
2020,1,Sants-Montjuic,la Bordeta,870
2020,1,Sants-Montjuic,Sants - Badal,858.3
2020,1,Sants-Montjuic,Sants,891.4
2020,1,Les Corts,les Corts,1069.9
2020,1,Les Corts,la Maternitat i Sant Ramon,989.6
2020,1,Les Corts,Pedralbes,1626.9
2020,1,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",1191.3
2020,1,Sarria-Sant Gervasi,Sarria,1417.7
2020,1,Sarria-Sant Gervasi,les Tres Torres,1662.4
2020,1,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,1311.5
2020,1,Sarria-Sant Gervasi,Sant Gervasi - Galvany,1388.9
2020,1,Sarria-Sant Gervasi,el Putxet i el Farro,1053.9
2020,1,Gracia,Vallcarca i els Penitents,966.4
2020,1,Gracia,el Coll,814.8
2020,1,Gracia,la Salut,939.7
2020,1,Gracia,la Vila de Gracia,963.6
2020,1,Gracia,el Camp d'en Grassot i Gracia Nova,967.9
2020,1,Horta-Guinardo,el Baix Guinardo,920.8
2020,1,Horta-Guinardo,Can Baro,816.4
2020,1,Horta-Guinardo,el Guinardo,841
2020,1,Horta-Guinardo,la Font d'en Fargues,928.3
2020,1,Horta-Guinardo,el Carmel,707.9
2020,1,Horta-Guinardo,la Teixonera,741.3
2020,1,Horta-Guinardo,Sant Genis dels Agudells,698.9
2020,1,Horta-Guinardo,Montbau,788.1
2020,1,Horta-Guinardo,la Vall d'Hebron,963.4
2020,1,Horta-Guinardo,Horta,815.7
2020,1,Nou Barris,Vilapicina i la Torre Llobeta,789.9
2020,1,Nou Barris,Porta,690.4
2020,1,Nou Barris,el Turo de la Peira,686.4
2020,1,Nou Barris,la Guineueta,735.4
2020,1,Nou Barris,Canyelles,778
2020,1,Nou Barris,les Roquetes,636.8
2020,1,Nou Barris,Verdun,675.4
2020,1,Nou Barris,la Prosperitat,714.8
2020,1,Nou Barris,la Trinitat Nova,565.8
2020,1,Nou Barris,Torre Baro,452
2020,1,Nou Barris,Ciutat Meridiana,546.1
2020,1,Sant Andreu,la Trinitat Vella,605
2020,1,Sant Andreu,Baro de Viver,584.1
2020,1,Sant Andreu,el Bon Pastor,725.8
2020,1,Sant Andreu,Sant Andreu,798.9
2020,1,Sant Andreu,la Sagrera,777.2
2020,1,Sant Andreu,el Congres i els Indians,815.5
2020,1,Sant Andreu,Navas,873
2020,1,Sant Marti,el Camp de l'Arpa del Clot,887.3
2020,1,Sant Marti,el Clot,865.8
2020,1,Sant Marti,el Parc i la Llacuna del Poblenou,969.1
2020,1,Sant Marti,la Vila Olimpica del Poblenou,1427.5
2020,1,Sant Marti,el Poblenou,1037
2020,1,Sant Marti,Diagonal Mar i el Front Maritim del Poblenou,1233.2
2020,1,Sant Marti,el Besos i el Maresme,749.7
2020,1,Sant Marti,Provencals del Poblenou,1000.1
2020,1,Sant Marti,Sant Martíide Provencals,863
2020,1,Sant Marti,la Verneda i la Pau,765.3
2020,2,Ciutat Vella,el Raval,853.3
2020,2,Ciutat Vella,Gothic Quarter,1041
2020,2,Ciutat Vella,la Barceloneta,856.5
2020,2,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",919.8
2020,2,Eixample,Fort Pienc,999.9
2020,2,Eixample,la Sagrada Familia,943.5
2020,2,Eixample,la Dreta de l'Eixample,1249.4
2020,2,Eixample,l'Antiga Esquerra de l'Eixample,1159
2020,2,Eixample,la Nova Esquerra de l'Eixample,1029.5
2020,2,Eixample,Sant Antoni,986.1
2020,2,Sants-Montjuic,el Poble Sec,856.2
2020,2,Sants-Montjuic,la Marina de Port,687.8
2020,2,Sants-Montjuic,la Font de la Guatlla,825.5
2020,2,Sants-Montjuic,Hostafrancs,867.8
2020,2,Sants-Montjuic,la Bordeta,893.6
2020,2,Sants-Montjuic,Sants - Badal,849.5
2020,2,Sants-Montjuic,Sants,874.3
2020,2,Les Corts,les Corts,1096.6
2020,2,Les Corts,la Maternitat i Sant Ramon,946.1
2020,2,Les Corts,Pedralbes,1822.7
2020,2,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",1078.1
2020,2,Sarria-Sant Gervasi,Sarria,1432.2
2020,2,Sarria-Sant Gervasi,les Tres Torres,1679.1
2020,2,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,1272.1
2020,2,Sarria-Sant Gervasi,Sant Gervasi - Galvany,1304.4
2020,2,Sarria-Sant Gervasi,el Putxet i el Farro,1073.3
2020,2,Gracia,Vallcarca i els Penitents,1060.5
2020,2,Gracia,el Coll,910.3
2020,2,Gracia,la Salut,998.5
2020,2,Gracia,la Vila de Gracia,950.9
2020,2,Gracia,el Camp d'en Grassot i Gracia Nova,968.7
2020,2,Horta-Guinardo,el Baix Guinardo,916.1
2020,2,Horta-Guinardo,Can Baro,739.3
2020,2,Horta-Guinardo,el Guinardo,860.4
2020,2,Horta-Guinardo,la Font d'en Fargues,997.3
2020,2,Horta-Guinardo,el Carmel,682.8
2020,2,Horta-Guinardo,la Teixonera,695.6
2020,2,Horta-Guinardo,Sant Genis dels Agudells,791.3
2020,2,Horta-Guinardo,Montbau,758.9
2020,2,Horta-Guinardo,la Vall d'Hebron,879.2
2020,2,Horta-Guinardo,Horta,767.6
2020,2,Nou Barris,Vilapicina i la Torre Llobeta,803.2
2020,2,Nou Barris,Porta,725.9
2020,2,Nou Barris,el Turo de la Peira,721.3
2020,2,Nou Barris,la Guineueta,686.6
2020,2,Nou Barris,les Roquetes,633.8
2020,2,Nou Barris,Verdun,603.9
2020,2,Nou Barris,la Prosperitat,707.8
2020,2,Nou Barris,la Trinitat Nova,623.8
2020,2,Nou Barris,Ciutat Meridiana,508.4
2020,2,Sant Andreu,la Trinitat Vella,701
2020,2,Sant Andreu,el Bon Pastor,759.5
2020,2,Sant Andreu,Sant Andreu,835.3
2020,2,Sant Andreu,la Sagrera,809.5
2020,2,Sant Andreu,el Congres i els Indians,788.2
2020,2,Sant Andreu,Navas,898.5
2020,2,Sant Marti,el Camp de l'Arpa del Clot,853.8
2020,2,Sant Marti,el Clot,890.9
2020,2,Sant Marti,el Parc i la Llacuna del Poblenou,975.7
2020,2,Sant Marti,la Vila Olimpica del Poblenou,1446.1
2020,2,Sant Marti,el Poblenou,987.1
2020,2,Sant Marti,Diagonal Mar i el Front Maritim del Poblenou,840.9
2020,2,Sant Marti,el Besos i el Maresme,696.9
2020,2,Sant Marti,Provencals del Poblenou,1076.6
2020,2,Sant Marti,Sant Martíide Provencals,854.3
2020,2,Sant Marti,la Verneda i la Pau,767.5
2020,3,Ciutat Vella,el Raval,833.9
2020,3,Ciutat Vella,Gothic Quarter,982.5
2020,3,Ciutat Vella,la Barceloneta,823.1
2020,3,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",970.9
2020,3,Eixample,Fort Pienc,997.4
2020,3,Eixample,la Sagrada Familia,973
2020,3,Eixample,la Dreta de l'Eixample,1273.9
2020,3,Eixample,l'Antiga Esquerra de l'Eixample,1192.3
2020,3,Eixample,la Nova Esquerra de l'Eixample,1067.4
2020,3,Eixample,Sant Antoni,959.3
2020,3,Sants-Montjuic,el Poble Sec,820.2
2020,3,Sants-Montjuic,la Marina de Port,828.2
2020,3,Sants-Montjuic,la Font de la Guatlla,873.9
2020,3,Sants-Montjuic,Hostafrancs,842.1
2020,3,Sants-Montjuic,la Bordeta,892.3
2020,3,Sants-Montjuic,Sants - Badal,858.2
2020,3,Sants-Montjuic,Sants,883.1
2020,3,Les Corts,les Corts,1058.1
2020,3,Les Corts,la Maternitat i Sant Ramon,1012.4
2020,3,Les Corts,Pedralbes,1932.3
2020,3,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",1192.8
2020,3,Sarria-Sant Gervasi,Sarria,1314.4
2020,3,Sarria-Sant Gervasi,les Tres Torres,1699.4
2020,3,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,1321.9
2020,3,Sarria-Sant Gervasi,Sant Gervasi - Galvany,1427.9
2020,3,Sarria-Sant Gervasi,el Putxet i el Farro,1073.4
2020,3,Gracia,Vallcarca i els Penitents,909.9
2020,3,Gracia,el Coll,777.6
2020,3,Gracia,la Salut,1001.2
2020,3,Gracia,la Vila de Gracia,956.5
2020,3,Gracia,el Camp d'en Grassot i Gracia Nova,958.2
2020,3,Horta-Guinardo,el Baix Guinardo,901
2020,3,Horta-Guinardo,Can Baro,848.5
2020,3,Horta-Guinardo,el Guinardo,825.8
2020,3,Horta-Guinardo,la Font d'en Fargues,926.5
2020,3,Horta-Guinardo,el Carmel,706
2020,3,Horta-Guinardo,la Teixonera,748.5
2020,3,Horta-Guinardo,Sant Genis dels Agudells,787.4
2020,3,Horta-Guinardo,Montbau,770.2
2020,3,Horta-Guinardo,la Vall d'Hebron,830
2020,3,Horta-Guinardo,Horta,788
2020,3,Nou Barris,Vilapicina i la Torre Llobeta,842
2020,3,Nou Barris,Porta,759.3
2020,3,Nou Barris,el Turo de la Peira,712.8
2020,3,Nou Barris,la Guineueta,771.4
2020,3,Nou Barris,Canyelles,833.3
2020,3,Nou Barris,les Roquetes,627
2020,3,Nou Barris,Verdun,692.2
2020,3,Nou Barris,la Prosperitat,712.1
2020,3,Nou Barris,la Trinitat Nova,583.8
2020,3,Nou Barris,Ciutat Meridiana,572.4
2020,3,Sant Andreu,la Trinitat Vella,668.5
2020,3,Sant Andreu,el Bon Pastor,738
2020,3,Sant Andreu,Sant Andreu,825.9
2020,3,Sant Andreu,la Sagrera,795
2020,3,Sant Andreu,el Congres i els Indians,834.2
2020,3,Sant Andreu,Navas,858.4
2020,3,Sant Marti,el Camp de l'Arpa del Clot,894.2
2020,3,Sant Marti,el Clot,869.1
2020,3,Sant Marti,el Parc i la Llacuna del Poblenou,1006.3
2020,3,Sant Marti,la Vila Olimpica del Poblenou,1346.7
2020,3,Sant Marti,el Poblenou,1006.9
2020,3,Sant Marti,Diagonal Mar i el Front Maritim del Poblenou,1074.4
2020,3,Sant Marti,el Besos i el Maresme,801.5
2020,3,Sant Marti,Provencals del Poblenou,956.8
2020,3,Sant Marti,Sant Martíide Provencals,822.4
2020,3,Sant Marti,la Verneda i la Pau,782.4
2020,4,Ciutat Vella,el Raval,787
2020,4,Ciutat Vella,Gothic Quarter,1003.9
2020,4,Ciutat Vella,la Barceloneta,875
2020,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",888.9
2020,4,Eixample,Fort Pienc,959.5
2020,4,Eixample,la Sagrada Familia,902.1
2020,4,Eixample,la Dreta de l'Eixample,1208.8
2020,4,Eixample,l'Antiga Esquerra de l'Eixample,1126
2020,4,Eixample,la Nova Esquerra de l'Eixample,1001.4
2020,4,Eixample,Sant Antoni,940.7
2020,4,Sants-Montjuic,el Poble Sec,810.2
2020,4,Sants-Montjuic,la Marina de Port,762.7
2020,4,Sants-Montjuic,la Font de la Guatlla,834.3
2020,4,Sants-Montjuic,Hostafrancs,842.9
2020,4,Sants-Montjuic,la Bordeta,817.4
2020,4,Sants-Montjuic,Sants - Badal,823.2
2020,4,Sants-Montjuic,Sants,850.3
2020,4,Les Corts,les Corts,1037.9
2020,4,Les Corts,la Maternitat i Sant Ramon,993.3
2020,4,Les Corts,Pedralbes,1577.1
2020,4,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",1390
2020,4,Sarria-Sant Gervasi,Sarria,1338.4
2020,4,Sarria-Sant Gervasi,les Tres Torres,1729.5
2020,4,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,1286
2020,4,Sarria-Sant Gervasi,Sant Gervasi - Galvany,1307.1
2020,4,Sarria-Sant Gervasi,el Putxet i el Farro,1033.3
2020,4,Gracia,Vallcarca i els Penitents,1026.8
2020,4,Gracia,el Coll,790.4
2020,4,Gracia,la Salut,941.5
2020,4,Gracia,la Vila de Gracia,943.2
2020,4,Gracia,el Camp d'en Grassot i Gracia Nova,928.8
2020,4,Horta-Guinardo,el Baix Guinardo,845.6
2020,4,Horta-Guinardo,Can Baro,716.3
2020,4,Horta-Guinardo,el Guinardo,786.5
2020,4,Horta-Guinardo,la Font d'en Fargues,856.4
2020,4,Horta-Guinardo,el Carmel,651.4
2020,4,Horta-Guinardo,la Teixonera,679
2020,4,Horta-Guinardo,Sant Genis dels Agudells,671.7
2020,4,Horta-Guinardo,Montbau,798.3
2020,4,Horta-Guinardo,la Vall d'Hebron,817.1
2020,4,Horta-Guinardo,Horta,747.5
2020,4,Nou Barris,Vilapicina i la Torre Llobeta,751.8
2020,4,Nou Barris,Porta,723.6
2020,4,Nou Barris,el Turo de la Peira,681.3
2020,4,Nou Barris,la Guineueta,750.2
2020,4,Nou Barris,Canyelles,756.1
2020,4,Nou Barris,les Roquetes,651.3
2020,4,Nou Barris,Verdun,644.4
2020,4,Nou Barris,la Prosperitat,673.8
2020,4,Nou Barris,la Trinitat Nova,600.2
2020,4,Nou Barris,Ciutat Meridiana,514.1
2020,4,Sant Andreu,la Trinitat Vella,610
2020,4,Sant Andreu,el Bon Pastor,688.9
2020,4,Sant Andreu,Sant Andreu,794
2020,4,Sant Andreu,la Sagrera,766.6
2020,4,Sant Andreu,el Congres i els Indians,779.4
2020,4,Sant Andreu,Navas,846.3
2020,4,Sant Marti,el Camp de l'Arpa del Clot,817.7
2020,4,Sant Marti,el Clot,870.8
2020,4,Sant Marti,el Parc i la Llacuna del Poblenou,952.2
